node1	node2	edge_score	
UGT2B7	rs7662029	0.99
SLC22A11		1
BCL2	rs2849380	0.99
BCL2		1
BCL2	rs1800477	0.99
BCL2	BID	0.842366150048521
FABP2		1
UGT1A6	rs6759892	0.8775210229989678
UGT1A1		1
UGT1A1	SLC35D1	0.792109822701367
rs1042640	UGT1A	0.9801
Cholelithiasis	APOA1	1.0	
Cholelithiasis	APOA4	1.0	
Cholelithiasis	APOB	1.0	
Cholelithiasis	APOC1	1.0	
Cholelithiasis	APOC3	1.0	
Cholelithiasis	APOE	1.0	
Cholelithiasis	EGFR	1.0	
Cholelithiasis	FABP6	1.0	
Cholelithiasis	PPARG	1.0	
Cholelithiasis	PTGS2	1.0	
Cholelithiasis	SLCO1A2	1.0	
Cholelithiasis	TP53	1.0	
Cholelithiasis	TTR	1.0	
Cholelithiasis	UGT1A	1.0	
Cholelithiasis	UGT1A1	1.0	
Cholelithiasis	UGT1A10	1.0	
Cholelithiasis	UGT1A3	1.0	
Cholelithiasis	UGT1A6	1.0	
Cholelithiasis	UGT1A7	1.0	
Cholelithiasis	UGT1A8	1.0	
Cholelithiasis	UGT1A9	1.0	
Cholecystolithiasis	APOA1	1.0	
Cholecystolithiasis	APOA4	1.0	
Cholecystolithiasis	APOB	1.0	
Cholecystolithiasis	APOC1	1.0	
Cholecystolithiasis	APOC3	1.0	
Cholecystolithiasis	APOE	1.0	
Cholecystolithiasis	FABP6	1.0	
Cholecystolithiasis	PPARG	1.0	
Cholecystolithiasis	PTGS2	1.0	
Cholecystolithiasis	SLCO1A2	1.0	
Cholecystolithiasis	TP53	1.0	
Cholecystolithiasis	TTR	1.0	
Cholecystolithiasis	UGT1A	1.0	
Cholecystolithiasis	UGT1A1	1.0	
Cholecystolithiasis	UGT1A6	1.0	
Hyperlipidemia, combined, 1	ABCB1	1.0	
Hyperlipidemia, combined, 1	ADRB2	1.0	
Hyperlipidemia, combined, 1	ALB	1.0	
Hyperlipidemia, combined, 1	APOA1	1.0	
Hyperlipidemia, combined, 1	APOA2	1.0	
Hyperlipidemia, combined, 1	APOA4	1.0	
Hyperlipidemia, combined, 1	APOB	1.0	
Hyperlipidemia, combined, 1	APOC1	1.0	
Hyperlipidemia, combined, 1	APOC2	1.0	
Hyperlipidemia, combined, 1	APOC3	1.0	
Hyperlipidemia, combined, 1	APOE	1.0	
Hyperlipidemia, combined, 1	CDCP1	1.0	
Hyperlipidemia, combined, 1	CFTR	1.0	
Hyperlipidemia, combined, 1	CYP2C19	1.0	
Hyperlipidemia, combined, 1	CYP2C8	1.0	
Hyperlipidemia, combined, 1	CYP2C9	1.0	
Hyperlipidemia, combined, 1	F7	1.0	
Hyperlipidemia, combined, 1	FABP2	1.0	
Hyperlipidemia, combined, 1	HP	1.0	
Hyperlipidemia, combined, 1	LDLRAP1	1.0	
Hyperlipidemia, combined, 1	LRP2	1.0	
Hyperlipidemia, combined, 1	NPHS1	1.0	
Hyperlipidemia, combined, 1	PLG	1.0	
Hyperlipidemia, combined, 1	PPARG	1.0	
Hyperlipidemia, combined, 1	PTGS1	1.0	
Hyperlipidemia, combined, 1	SEL1L	1.0	
Hyperlipidemia, combined, 1	SLC25A13	1.0	
Acute kidney injury	ABCB1	1.0	
Acute kidney injury	ADRB2	1.0	
Acute kidney injury	AGFG1	1.0	
Acute kidney injury	ALB	1.0	
Acute kidney injury	APOE	1.0	
Acute kidney injury	ATM	1.0	
Acute kidney injury	AVP	1.0	
Acute kidney injury	BCL2	1.0	
Acute kidney injury	CFB	1.0	
Acute kidney injury	CFH	1.0	
Acute kidney injury	CST3	1.0	
Acute kidney injury	CYP2C19	1.0	
Acute kidney injury	CYP2C9	1.0	
Acute kidney injury	EGF	1.0	
Acute kidney injury	EGFR	1.0	
Acute kidney injury	FN1	1.0	
Acute kidney injury	HDAC3	1.0	
Acute kidney injury	HP	1.0	
Acute kidney injury	LRP2	1.0	
Acute kidney injury	PPARG	1.0	
Acute kidney injury	PTGS2	1.0	
Acute kidney injury	SLC22A6	1.0	
Acute kidney injury	SLC22A8	1.0	
Acute kidney injury	THBD	1.0	
Acute kidney injury	TP53	1.0	
Acute kidney injury	UGT1A1	1.0	
Acute kidney injury	UGT1A9	1.0	
Anemia, Sickle Cell	ADRB2	1.0	
Anemia, Sickle Cell	APOA1	1.0	
Anemia, Sickle Cell	APOB	1.0	
Anemia, Sickle Cell	APOE	1.0	
Anemia, Sickle Cell	CYP2C19	1.0	
Anemia, Sickle Cell	CYP2C9	1.0	
Anemia, Sickle Cell	F7	1.0	
Anemia, Sickle Cell	FN1	1.0	
Anemia, Sickle Cell	HP	1.0	
Anemia, Sickle Cell	HPX	1.0	
Anemia, Sickle Cell	ITGA2	1.0	
Anemia, Sickle Cell	PLG	1.0	
Anemia, Sickle Cell	PPBP	1.0	
Anemia, Sickle Cell	SYT1	1.0	
Anemia, Sickle Cell	TFRC	1.0	
Anemia, Sickle Cell	THBD	1.0	
Anemia, Sickle Cell	UGT1A	1.0	
Anemia, Sickle Cell	UGT1A1	1.0	
Anemia, Sickle Cell	UGT1A10	1.0	
Anemia, Sickle Cell	UGT1A3	1.0	
Anemia, Sickle Cell	UGT1A6	1.0	
Anemia, Sickle Cell	UGT1A7	1.0	
Anemia, Sickle Cell	UGT1A8	1.0	
Anemia, Sickle Cell	UGT1A9	1.0	
Anemia, Sickle Cell	UGT2B7	1.0	
Hypercholesterolemia, autosomal dominant, type B	ABCB1	1.0	
Hypercholesterolemia, autosomal dominant, type B	ADRB2	1.0	
Hypercholesterolemia, autosomal dominant, type B	ALB	1.0	
Hypercholesterolemia, autosomal dominant, type B	APOA1	1.0	
Hypercholesterolemia, autosomal dominant, type B	APOA2	1.0	
Hypercholesterolemia, autosomal dominant, type B	APOA4	1.0	
Hypercholesterolemia, autosomal dominant, type B	APOB	1.0	
Hypercholesterolemia, autosomal dominant, type B	APOC3	1.0	
Hypercholesterolemia, autosomal dominant, type B	APOE	1.0	
Hypercholesterolemia, autosomal dominant, type B	AVP	1.0	
Hypercholesterolemia, autosomal dominant, type B	BCL2	1.0	
Hypercholesterolemia, autosomal dominant, type B	CYP2C19	1.0	
Hypercholesterolemia, autosomal dominant, type B	CYP2C9	1.0	
Hypercholesterolemia, autosomal dominant, type B	DAB2	1.0	
Hypercholesterolemia, autosomal dominant, type B	FABP2	1.0	
Hypercholesterolemia, autosomal dominant, type B	LDLRAP1	1.0	
Hypercholesterolemia, autosomal dominant, type B	LRP2	1.0	
Hypercholesterolemia, autosomal dominant, type B	OCRL	1.0	
Hypercholesterolemia, autosomal dominant, type B	PICALM	1.0	
Hypercholesterolemia, autosomal dominant, type B	PPARG	1.0	
Hypercholesterolemia, autosomal dominant, type B	SLC25A13	1.0	
Hypercholesterolemia, autosomal dominant, type B	UGT1A1	1.0	
Acute Coronary Syndrome	ABCB1	1.0	
Acute Coronary Syndrome	ADRB2	1.0	
Acute Coronary Syndrome	ALB	1.0	
Acute Coronary Syndrome	APOA1	1.0	
Acute Coronary Syndrome	APOB	1.0	
Acute Coronary Syndrome	APOC3	1.0	
Acute Coronary Syndrome	APOE	1.0	
Acute Coronary Syndrome	ARPC1A	1.0	
Acute Coronary Syndrome	ATM	1.0	
Acute Coronary Syndrome	BCL2	1.0	
Acute Coronary Syndrome	CST3	1.0	
Acute Coronary Syndrome	CYP2C19	1.0	
Acute Coronary Syndrome	CYP2C9	1.0	
Acute Coronary Syndrome	EGFR	1.0	
Acute Coronary Syndrome	F7	1.0	
Acute Coronary Syndrome	GSN	1.0	
Acute Coronary Syndrome	ITGA2	1.0	
Acute Coronary Syndrome	PICALM	1.0	
Acute Coronary Syndrome	PLG	1.0	
Acute Coronary Syndrome	PPARG	1.0	
Acute Coronary Syndrome	PPBP	1.0	
Acute Coronary Syndrome	PTGS1	1.0	
Acute Coronary Syndrome	PTGS2	1.0	
Acute Coronary Syndrome	SLCO1A2	1.0	
Acute Coronary Syndrome	THBD	1.0	
Acute Coronary Syndrome	UGT2B7	1.0	
Hypertriglyceridemia result	ADRB2	1.0	
Hypertriglyceridemia result	APOA1	1.0	
Hypertriglyceridemia result	APOA2	1.0	
Hypertriglyceridemia result	APOA4	1.0	
Hypertriglyceridemia result	APOB	1.0	
Hypertriglyceridemia result	APOC2	1.0	
Hypertriglyceridemia result	APOC3	1.0	
Hypertriglyceridemia result	APOE	1.0	
Hypertriglyceridemia result	FABP2	1.0	
Hypertriglyceridemia result	PPARG	1.0	
Kidney Diseases	ABCB1	1.0	
Kidney Diseases	ABCC4	1.0	
Kidney Diseases	ADRA1B	1.0	
Kidney Diseases	ADRB2	1.0	
Kidney Diseases	AHSG	1.0	
Kidney Diseases	ALB	1.0	
Kidney Diseases	APOA1	1.0	
Kidney Diseases	APOA4	1.0	
Kidney Diseases	APOB	1.0	
Kidney Diseases	APOC3	1.0	
Kidney Diseases	APOE	1.0	
Kidney Diseases	ATM	1.0	
Kidney Diseases	BCL2	1.0	
Kidney Diseases	CFH	1.0	
Kidney Diseases	CST3	1.0	
Kidney Diseases	CTSL	1.0	
Kidney Diseases	CYP2C8	1.0	
Kidney Diseases	CYP2C9	1.0	
Kidney Diseases	DAB2	1.0	
Kidney Diseases	EGF	1.0	
Kidney Diseases	EGFR	1.0	
Kidney Diseases	F7	1.0	
Kidney Diseases	FABP2	1.0	
Kidney Diseases	FN1	1.0	
Kidney Diseases	GSN	1.0	
Kidney Diseases	HP	1.0	
Kidney Diseases	LRP2	1.0	
Kidney Diseases	NPHS1	1.0	
Kidney Diseases	PLAT	1.0	
Kidney Diseases	PLG	1.0	
Kidney Diseases	PPARG	1.0	
Kidney Diseases	PTGS2	1.0	
Kidney Diseases	RYR2	1.0	
Kidney Diseases	SCARB2	1.0	
Kidney Diseases	SLC22A6	1.0	
Kidney Diseases	SLC22A8	1.0	
Kidney Diseases	THBD	1.0	
Kidney Diseases	TP53	1.0	
Kidney Diseases	TTR	1.0	
Kidney Diseases	VAMP8	1.0	
Influenza	ABCB1	1.0	
Influenza	ALB	1.0	
Influenza	CFH	1.0	
Influenza	CFTR	1.0	
Influenza	EGFR	1.0	
Influenza	GRAP2	1.0	
Influenza	HP	1.0	
Influenza	KRT5	1.0	
Influenza	MED1	1.0	
Influenza	NLRC4	1.0	
Influenza	PLG	1.0	
Influenza	PPARG	1.0	
Influenza	PPBP	1.0	
Influenza	PTGS1	1.0	
Influenza	PTGS2	1.0	
Influenza	RAB5A	1.0	
Influenza	SERPING1	1.0	
Influenza	SETX	1.0	
Influenza	SLA2	1.0	
Influenza	SLC22A8	1.0	
Influenza	ST13	1.0	
Influenza	TP53	1.0	
Influenza	TTR	1.0	
Influenza	UGT1A	1.0	
Influenza	UGT1A1	1.0	
Influenza	UGT1A10	1.0	
Influenza	UGT1A3	1.0	
Influenza	UGT1A6	1.0	
Influenza	UGT1A7	1.0	
Influenza	UGT1A8	1.0	
Influenza	UGT1A9	1.0	
Kidney Failure, Chronic	ABCB1	1.0	
Kidney Failure, Chronic	ADRA1B	1.0	
Kidney Failure, Chronic	ADRB2	1.0	
Kidney Failure, Chronic	AHSG	1.0	
Kidney Failure, Chronic	ALB	1.0	
Kidney Failure, Chronic	AP2M1	1.0	
Kidney Failure, Chronic	APOA1	1.0	
Kidney Failure, Chronic	APOB	1.0	
Kidney Failure, Chronic	APOC3	1.0	
Kidney Failure, Chronic	APOE	1.0	
Kidney Failure, Chronic	ATM	1.0	
Kidney Failure, Chronic	CFH	1.0	
Kidney Failure, Chronic	CST3	1.0	
Kidney Failure, Chronic	CYP2C19	1.0	
Kidney Failure, Chronic	CYP2C8	1.0	
Kidney Failure, Chronic	CYP2C9	1.0	
Kidney Failure, Chronic	DAB2	1.0	
Kidney Failure, Chronic	EGF	1.0	
Kidney Failure, Chronic	F7	1.0	
Kidney Failure, Chronic	FABP2	1.0	
Kidney Failure, Chronic	GSN	1.0	
Kidney Failure, Chronic	HP	1.0	
Kidney Failure, Chronic	IGF2R	1.0	
Kidney Failure, Chronic	ITGA2	1.0	
Kidney Failure, Chronic	KLK3	1.0	
Kidney Failure, Chronic	LRP2	1.0	
Kidney Failure, Chronic	NPHS1	1.0	
Kidney Failure, Chronic	PLAT	1.0	
Kidney Failure, Chronic	PPARG	1.0	
Kidney Failure, Chronic	PTGS1	1.0	
Kidney Failure, Chronic	PTGS2	1.0	
Kidney Failure, Chronic	THBD	1.0	
Kidney Failure, Chronic	TP53	1.0	
Kidney Failure, Chronic	TTR	1.0	
Kidney Failure, Chronic	UGT2B7	1.0	
Drug-Induced Liver Injury	ABCB1	1.0	
Drug-Induced Liver Injury	ALB	1.0	
Drug-Induced Liver Injury	APOA1	1.0	
Drug-Induced Liver Injury	APOE	1.0	
Drug-Induced Liver Injury	CYP2C19	1.0	
Drug-Induced Liver Injury	CYP2C9	1.0	
Drug-Induced Liver Injury	GSN	1.0	
Drug-Induced Liver Injury	HPX	1.0	
Drug-Induced Liver Injury	MED1	1.0	
Drug-Induced Liver Injury	PLAT	1.0	
Drug-Induced Liver Injury	PLG	1.0	
Drug-Induced Liver Injury	PPARG	1.0	
Drug-Induced Liver Injury	PTGS2	1.0	
Drug-Induced Liver Injury	TF	1.0	
Drug-Induced Liver Injury	TTR	1.0	
Drug-Induced Liver Injury	UGT1A1	1.0	
Drug-Induced Liver Injury	UGT1A3	1.0	
Drug-Induced Liver Injury	UGT1A9	1.0	
Restenosis	ADRB2	1.0	
Restenosis	ALB	1.0	
Restenosis	APOA4	1.0	
Restenosis	APOB	1.0	
Restenosis	APOC3	1.0	
Restenosis	APOE	1.0	
Restenosis	ATM	1.0	
Restenosis	CYP2C19	1.0	
Restenosis	EGF	1.0	
Restenosis	F7	1.0	
Restenosis	FABP2	1.0	
Restenosis	HP	1.0	
Restenosis	ITGA2	1.0	
Restenosis	PLAT	1.0	
Restenosis	PLG	1.0	
Restenosis	PPARG	1.0	
Restenosis	SERPING1	1.0	
Restenosis	THBD	1.0	
Restenosis	TP53	1.0	
Plaque, Atherosclerotic	ABCC4	1.0	
Plaque, Atherosclerotic	ALB	1.0	
Plaque, Atherosclerotic	APOA1	1.0	
Plaque, Atherosclerotic	APOA4	1.0	
Plaque, Atherosclerotic	APOB	1.0	
Plaque, Atherosclerotic	APOE	1.0	
Plaque, Atherosclerotic	BCL2	1.0	
Plaque, Atherosclerotic	CST3	1.0	
Plaque, Atherosclerotic	GFAP	1.0	
Plaque, Atherosclerotic	GSN	1.0	
Plaque, Atherosclerotic	LRP2	1.0	
Plaque, Atherosclerotic	PLG	1.0	
Plaque, Atherosclerotic	PPARG	1.0	
Plaque, Atherosclerotic	PTGS2	1.0	
Plaque, Atherosclerotic	SERPING1	1.0	
Plaque, Atherosclerotic	TF	1.0	
Plaque, Atherosclerotic	TTR	1.0	
Plaque, Atherosclerotic	UBB	1.0	
Plaque, Atherosclerotic	WNT5A	1.0	
Insulin resistance syndrome	ALB	1.0	
Insulin resistance syndrome	APOA2	1.0	
Insulin resistance syndrome	APOA4	1.0	
Insulin resistance syndrome	APOB	1.0	
Insulin resistance syndrome	APOC1	1.0	
Insulin resistance syndrome	APOC2	1.0	
Insulin resistance syndrome	FABP2	1.0	
Insulin resistance syndrome	PLG	1.0	
Insulin resistance syndrome	PPARG	1.0	
Coronary heart disease 7	ABCB1	1.0	
Coronary heart disease 7	ADRB2	1.0	
Coronary heart disease 7	AHSG	1.0	
Coronary heart disease 7	ALB	1.0	
Coronary heart disease 7	APOA1	1.0	
Coronary heart disease 7	APOA2	1.0	
Coronary heart disease 7	APOA4	1.0	
Coronary heart disease 7	APOB	1.0	
Coronary heart disease 7	APOC1	1.0	
Coronary heart disease 7	APOC3	1.0	
Coronary heart disease 7	APOE	1.0	
Coronary heart disease 7	ATM	1.0	
Coronary heart disease 7	BCL2	1.0	
Coronary heart disease 7	BID	1.0	
Coronary heart disease 7	CFH	1.0	
Coronary heart disease 7	CST3	1.0	
Coronary heart disease 7	CYP2C19	1.0	
Coronary heart disease 7	CYP2C8	1.0	
Coronary heart disease 7	CYP2C9	1.0	
Coronary heart disease 7	F7	1.0	
Coronary heart disease 7	FABP2	1.0	
Coronary heart disease 7	FN1	1.0	
Coronary heart disease 7	HP	1.0	
Coronary heart disease 7	ITGA2	1.0	
Coronary heart disease 7	LDLRAP1	1.0	
Coronary heart disease 7	PF4V1	1.0	
Coronary heart disease 7	PLAT	1.0	
Coronary heart disease 7	PLG	1.0	
Coronary heart disease 7	PPARG	1.0	
Coronary heart disease 7	PTGS1	1.0	
Coronary heart disease 7	PTGS2	1.0	
Coronary heart disease 7	SCN5A	1.0	
Coronary heart disease 7	THBD	1.0	
Coronary heart disease 7	TP53	1.0	
Coronary heart disease 7	TTN	1.0	
Coronary heart disease 7	UGT1A1	1.0	
Coronary heart disease 7	UGT1A6	1.0	
Coronary heart disease 7	VAMP8	1.0	
Rhabdomyosarcoma alveolar	ABCB1	1.0	
Rhabdomyosarcoma alveolar	ABCC1	1.0	
Rhabdomyosarcoma alveolar	AP2A1	1.0	
Rhabdomyosarcoma alveolar	ARPC5	1.0	
Rhabdomyosarcoma alveolar	ARRB1	1.0	
Rhabdomyosarcoma alveolar	ATM	1.0	
Rhabdomyosarcoma alveolar	BCL2	1.0	
Rhabdomyosarcoma alveolar	CFH	1.0	
Rhabdomyosarcoma alveolar	CLTC	1.0	
Rhabdomyosarcoma alveolar	CLTCL1	1.0	
Rhabdomyosarcoma alveolar	DICER1	1.0	
Rhabdomyosarcoma alveolar	EGF	1.0	
Rhabdomyosarcoma alveolar	EGFR	1.0	
Rhabdomyosarcoma alveolar	FABP2	1.0	
Rhabdomyosarcoma alveolar	GRAP2	1.0	
Rhabdomyosarcoma alveolar	HP	1.0	
Rhabdomyosarcoma alveolar	ITGA2	1.0	
Rhabdomyosarcoma alveolar	JARID2	1.0	
Rhabdomyosarcoma alveolar	PLAT	1.0	
Rhabdomyosarcoma alveolar	PLG	1.0	
Rhabdomyosarcoma alveolar	PTGS2	1.0	
Rhabdomyosarcoma alveolar	SYNJ1	1.0	
Rhabdomyosarcoma alveolar	SYT1	1.0	
Rhabdomyosarcoma alveolar	TFRC	1.0	
Rhabdomyosarcoma alveolar	TP53	1.0	
Acute myocardial infarction	ABCB1	1.0	
Acute myocardial infarction	APOA1	1.0	
Acute myocardial infarction	APOB	1.0	
Acute myocardial infarction	APOE	1.0	
Acute myocardial infarction	BCL2	1.0	
Acute myocardial infarction	CHRM2	1.0	
Acute myocardial infarction	CST3	1.0	
Acute myocardial infarction	CYP2C19	1.0	
Acute myocardial infarction	DMD	1.0	
Acute myocardial infarction	F7	1.0	
Acute myocardial infarction	HP	1.0	
Acute myocardial infarction	ITGA2	1.0	
Acute myocardial infarction	PIK3C2A	1.0	
Acute myocardial infarction	PLAT	1.0	
Acute myocardial infarction	PLG	1.0	
Acute myocardial infarction	PPARG	1.0	
Acute myocardial infarction	PTGS2	1.0	
Acute myocardial infarction	SCN5A	1.0	
Acute myocardial infarction	THBD	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	FN1	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	GFAP	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	KRT1	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	KRT10	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	KRT14	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	KRT5	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	KRT9	1.0	
Palmar hyperkeratosis	KRT1	1.0	
Palmar hyperkeratosis	KRT10	1.0	
Palmar hyperkeratosis	KRT14	1.0	
Palmar hyperkeratosis	KRT16	1.0	
Palmar hyperkeratosis	KRT5	1.0	
Palmar hyperkeratosis	KRT6A	1.0	
Palmar hyperkeratosis	KRT9	1.0	
Chronic kidney disease	ABCB1	1.0	
Chronic kidney disease	AHSG	1.0	
Chronic kidney disease	ALB	1.0	
Chronic kidney disease	APOA4	1.0	
Chronic kidney disease	APOB	1.0	
Chronic kidney disease	APOE	1.0	
Chronic kidney disease	ATM	1.0	
Chronic kidney disease	BCL2	1.0	
Chronic kidney disease	CFH	1.0	
Chronic kidney disease	CST3	1.0	
Chronic kidney disease	CYP2C19	1.0	
Chronic kidney disease	CYP2C8	1.0	
Chronic kidney disease	DAB2	1.0	
Chronic kidney disease	EGFR	1.0	
Chronic kidney disease	FN1	1.0	
Chronic kidney disease	HP	1.0	
Chronic kidney disease	ITGA2	1.0	
Chronic kidney disease	OCRL	1.0	
Chronic kidney disease	PLAT	1.0	
Chronic kidney disease	PPARG	1.0	
Chronic kidney disease	PTGS1	1.0	
Chronic kidney disease	TOMM40	1.0	
Chronic kidney disease	TP53	1.0	
Hyperbilirubinemia	ABCB1	1.0	
Hyperbilirubinemia	F7	1.0	
Hyperbilirubinemia	SLC25A13	1.0	
Hyperbilirubinemia	SLCO2B1	1.0	
Hyperbilirubinemia	UGT1A	1.0	
Hyperbilirubinemia	UGT1A1	1.0	
Hyperbilirubinemia	UGT1A10	1.0	
Hyperbilirubinemia	UGT1A3	1.0	
Hyperbilirubinemia	UGT1A6	1.0	
Hyperbilirubinemia	UGT1A7	1.0	
Hyperbilirubinemia	UGT1A8	1.0	
Hyperbilirubinemia	UGT1A9	1.0	
Drug Resistant Epilepsy	ABCB1	1.0	
Drug Resistant Epilepsy	ABCC1	1.0	
Drug Resistant Epilepsy	ALB	1.0	
Drug Resistant Epilepsy	APOE	1.0	
Drug Resistant Epilepsy	BCL2	1.0	
Drug Resistant Epilepsy	CYP2C19	1.0	
Drug Resistant Epilepsy	GFAP	1.0	
Drug Resistant Epilepsy	SYNJ1	1.0	
Drug Resistant Epilepsy	SYT1	1.0	
Thromboembolism	ADRB2	1.0	
Thromboembolism	APOA4	1.0	
Thromboembolism	ATM	1.0	
Thromboembolism	CFH	1.0	
Thromboembolism	CYP2C19	1.0	
Thromboembolism	CYP2C9	1.0	
Thromboembolism	DNAJC6	1.0	
Thromboembolism	F7	1.0	
Thromboembolism	ITGA2	1.0	
Thromboembolism	PLAT	1.0	
Thromboembolism	PLG	1.0	
Thromboembolism	PTGS2	1.0	
Thromboembolism	THBD	1.0	
Alzheimer Disease	ABCB1	1.0	
Alzheimer Disease	ABCC1	1.0	
Alzheimer Disease	ADRB2	1.0	
Alzheimer Disease	AHSG	1.0	
Alzheimer Disease	ALB	1.0	
Alzheimer Disease	AP2A2	1.0	
Alzheimer Disease	APOA1	1.0	
Alzheimer Disease	APOB	1.0	
Alzheimer Disease	APOC1	1.0	
Alzheimer Disease	APOC2	1.0	
Alzheimer Disease	APOC3	1.0	
Alzheimer Disease	APOE	1.0	
Alzheimer Disease	ARRB2	1.0	
Alzheimer Disease	ATM	1.0	
Alzheimer Disease	BCL2	1.0	
Alzheimer Disease	BID	1.0	
Alzheimer Disease	BIN1	1.0	
Alzheimer Disease	CFB	1.0	
Alzheimer Disease	CFH	1.0	
Alzheimer Disease	CFTR	1.0	
Alzheimer Disease	CHRM2	1.0	
Alzheimer Disease	CST3	1.0	
Alzheimer Disease	CTSL	1.0	
Alzheimer Disease	DAB2	1.0	
Alzheimer Disease	DNM2	1.0	
Alzheimer Disease	EGFR	1.0	
Alzheimer Disease	F7	1.0	
Alzheimer Disease	FN1	1.0	
Alzheimer Disease	GABBR1	1.0	
Alzheimer Disease	GFAP	1.0	
Alzheimer Disease	GRAP2	1.0	
Alzheimer Disease	GRB2	1.0	
Alzheimer Disease	GSN	1.0	
Alzheimer Disease	HP	1.0	
Alzheimer Disease	IGF2R	1.0	
Alzheimer Disease	ITGA2	1.0	
Alzheimer Disease	ITSN1	1.0	
Alzheimer Disease	KCNMA1	1.0	
Alzheimer Disease	KLK3	1.0	
Alzheimer Disease	KRT14	1.0	
Alzheimer Disease	LRP2	1.0	
Alzheimer Disease	M6PR	1.0	
Alzheimer Disease	PCED1B	1.0	
Alzheimer Disease	PICALM	1.0	
Alzheimer Disease	PLAT	1.0	
Alzheimer Disease	PLG	1.0	
Alzheimer Disease	PPARG	1.0	
Alzheimer Disease	PTGS1	1.0	
Alzheimer Disease	PTGS2	1.0	
Alzheimer Disease	SERPING1	1.0	
Alzheimer Disease	SH3BP5	1.0	
Alzheimer Disease	SH3GL2	1.0	
Alzheimer Disease	SLC18A3	1.0	
Alzheimer Disease	SPAST	1.0	
Alzheimer Disease	SYNJ1	1.0	
Alzheimer Disease	SYT1	1.0	
Alzheimer Disease	TF	1.0	
Alzheimer Disease	THBD	1.0	
Alzheimer Disease	TOMM40	1.0	
Alzheimer Disease	TP53	1.0	
Alzheimer Disease	TTR	1.0	
Alzheimer Disease	UBB	1.0	
Alzheimer Disease	VAMP2	1.0	
Alzheimer Disease	VCP	1.0	
Acute myocardial ischemia	ABCB1	1.0	
Acute myocardial ischemia	ADRB2	1.0	
Acute myocardial ischemia	ALB	1.0	
Acute myocardial ischemia	APOA1	1.0	
Acute myocardial ischemia	APOA4	1.0	
Acute myocardial ischemia	APOB	1.0	
Acute myocardial ischemia	APOC3	1.0	
Acute myocardial ischemia	APOE	1.0	
Acute myocardial ischemia	ATM	1.0	
Acute myocardial ischemia	BCL2	1.0	
Acute myocardial ischemia	CFH	1.0	
Acute myocardial ischemia	CFTR	1.0	
Acute myocardial ischemia	CYP2C19	1.0	
Acute myocardial ischemia	CYP2C9	1.0	
Acute myocardial ischemia	DMD	1.0	
Acute myocardial ischemia	F7	1.0	
Acute myocardial ischemia	ITGA2	1.0	
Acute myocardial ischemia	PDE4B	1.0	
Acute myocardial ischemia	PLG	1.0	
Acute myocardial ischemia	PPARG	1.0	
Acute myocardial ischemia	RAB5A	1.0	
Acute myocardial ischemia	RYR2	1.0	
Acute myocardial ischemia	SCN5A	1.0	
Acute myocardial ischemia	TFRC	1.0	
Acute myocardial ischemia	THBD	1.0	
Acute myocardial ischemia	TTN	1.0	
Acute myocardial ischemia	UGT1A1	1.0	
Acute myocardial ischemia	UGT1A6	1.0	
Diabetes mellitus type 2	ABCB1	1.0	
Diabetes mellitus type 2	ADRB2	1.0	
Diabetes mellitus type 2	AHSG	1.0	
Diabetes mellitus type 2	ALB	1.0	
Diabetes mellitus type 2	APOA1	1.0	
Diabetes mellitus type 2	APOA2	1.0	
Diabetes mellitus type 2	APOA4	1.0	
Diabetes mellitus type 2	APOB	1.0	
Diabetes mellitus type 2	APOC1	1.0	
Diabetes mellitus type 2	APOC2	1.0	
Diabetes mellitus type 2	APOC3	1.0	
Diabetes mellitus type 2	APOE	1.0	
Diabetes mellitus type 2	ARRB2	1.0	
Diabetes mellitus type 2	ATM	1.0	
Diabetes mellitus type 2	AVP	1.0	
Diabetes mellitus type 2	BCL2	1.0	
Diabetes mellitus type 2	CAMTA1	1.0	
Diabetes mellitus type 2	CBL	1.0	
Diabetes mellitus type 2	CD4	1.0	
Diabetes mellitus type 2	CFB	1.0	
Diabetes mellitus type 2	CFH	1.0	
Diabetes mellitus type 2	CFTR	1.0	
Diabetes mellitus type 2	CRB1	1.0	
Diabetes mellitus type 2	CST3	1.0	
Diabetes mellitus type 2	CTSL	1.0	
Diabetes mellitus type 2	CYP2C19	1.0	
Diabetes mellitus type 2	CYP2C8	1.0	
Diabetes mellitus type 2	CYP2C9	1.0	
Diabetes mellitus type 2	DCD	1.0	
Diabetes mellitus type 2	DGKG	1.0	
Diabetes mellitus type 2	DICER1	1.0	
Diabetes mellitus type 2	DMD	1.0	
Diabetes mellitus type 2	EGF	1.0	
Diabetes mellitus type 2	EGFR	1.0	
Diabetes mellitus type 2	F7	1.0	
Diabetes mellitus type 2	FABP2	1.0	
Diabetes mellitus type 2	FABP6	1.0	
Diabetes mellitus type 2	FN1	1.0	
Diabetes mellitus type 2	FZD4	1.0	
